id,name,country,type,description,phone,email,website,address,google_maps_url,lat,lng,services,languages,session_type,pricing,stakeholders,hours,verified,date_added
"iraq-mental-and-psychiatric-hospital","مستشفى الامراض العقلية والنفسية Mental and Psychiatric Hospital","Iraq","Hospital","","","","","285V+RW6, Najaf, Najaf Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89%20%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6%20%D8%A7%D9%84%D8%B9%D9%82%D9%84%D9%8A%D8%A9%20%D9%88%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9%20Mental%20and%20Psychiatric%20Hospital&query_place_id=ChIJrYcdHCLXXhUR1QnOaodPJec","32.0095443","44.344768","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"iraq-soz-mental-hospital","Soz Mental Hospital","Iraq","Hospital","","+964 772 213 5183","","","J6MF+R5 Soz Mental Hospital, Kalawanan, Sulaymaniyah Governorate, 46001, Iraq","https://www.google.com/maps/search/?api=1&query=Soz%20Mental%20Hospital&query_place_id=ChIJw2c9oFE3AEAR0-g78hc191A","35.6345625","45.2229375","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 1 PM},{day:Tuesday,hours:8 AM to 1 PM},{day:Wednesday,hours:8 AM to 1 PM},{day:Thursday,hours:8 AM to 12 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:8 AM to 1 PM}","FALSE","2026-04-17"
"iraq-mental-health-center","Mental Health Center, سەنتەرێ ساخلەمییا دەروونی، ‏مركز الصحة النفسية","Iraq","PHCC","","","","","R2R9+J44, Duhok, Duhok Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20Center%2C%20%D8%B3%DB%95%D9%86%D8%AA%DB%95%D8%B1%DB%8E%20%D8%B3%D8%A7%D8%AE%D9%84%DB%95%D9%85%DB%8C%DB%8C%D8%A7%20%D8%AF%DB%95%D8%B1%D9%88%D9%88%D9%86%DB%8C%D8%8C%20%E2%80%8F%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%B5%D8%AD%D8%A9%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9&query_place_id=ChIJ2zXCBACPCEARIXhxIS04V0M","36.8410953","43.0177667","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"iraq-mental-health-clinic","Mental health clinic","Iraq","Clinic","","","","","64JF+9WH, Erbil, Erbil Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=Mental%20health%20clinic&query_place_id=ChIJ-_PRqughB0ARNZ6urmxDixM","36.2309301","44.1248692","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"iraq-ai-rashad-training-hospital-for-psychiatry","AI-Rashad Training Hospital for Psychiatry","Iraq","Hospital","","","","","Baghdad, Baghdad Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=AI-Rashad%20Training%20Hospital%20for%20Psychiatry&query_place_id=ChIJTzCoMBSbVxURkbOJZY_L2CE","33.3854222","44.4966831","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"iraq-sarezh-clinic","Sarezh clinic","Iraq","Clinic","","+964 750 863 0405","","","Erbil, Erbil Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=Sarezh%20clinic&query_place_id=ChIJASUqpG4hB0ARHsOBBQAO5w8","36.2108851","44.072065","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 11 PM},{day:Tuesday,hours:8 AM to 11 PM},{day:Wednesday,hours:8 AM to 11 PM},{day:Thursday,hours:8 AM to 11 PM},{day:Friday,hours:8 AM to 11 PM},{day:Saturday,hours:8 AM to 11 PM},{day:Sunday,hours:8 AM to 11 PM}","FALSE","2026-04-17"
"iraq-iraq","Iraq","Iraq","Clinic","","","","","8C92+G47, Baghdad, Baghdad Governorate, 10011, Iraq","https://www.google.com/maps/search/?api=1&query=Iraq&query_place_id=ChIJFU5YBWiBVxURrfNyTcGn7xE","33.318784","44.4003041","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"iraq-bahoz-center","Bahoz center","Iraq","Clinic","","+964 750 204 0080","","http://www.bahozcenter.com/","Aram Village, Iraq-Kurdistan - Erbil 120m, 46 Aram Village, Erbil, 44001, Iraq","https://www.google.com/maps/search/?api=1&query=Bahoz%20center&query_place_id=ChIJcTrMZbchB0ARiP623wPMySI","36.2453209","44.0414477","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 6 PM},{day:Tuesday,hours:9 AM to 6 PM},{day:Wednesday,hours:9 AM to 6 PM},{day:Thursday,hours:Closed},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 6 PM},{day:Sunday,hours:9 AM to 6 PM}","FALSE","2026-04-17"
"iraq-mental-health-center-dr-zamdar-h-rasul-karim","سەنتەری تەندروستی دەرونی د.زامدار حەمەرەسوڵ کەریم Mental Health Center / Dr.Zamdar H. Rasul Karim","Iraq","Hospital","","+964 750 158 3111","","","41 Simko Shikak, Sulaymaniyah, Sulaymaniyah Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=%D8%B3%DB%95%D9%86%D8%AA%DB%95%D8%B1%DB%8C%20%D8%AA%DB%95%D9%86%D8%AF%D8%B1%D9%88%D8%B3%D8%AA%DB%8C%20%D8%AF%DB%95%D8%B1%D9%88%D9%86%DB%8C%20%D8%AF.%D8%B2%D8%A7%D9%85%D8%AF%D8%A7%D8%B1%20%D8%AD%DB%95%D9%85%DB%95%D8%B1%DB%95%D8%B3%D9%88%DA%B5%20%DA%A9%DB%95%D8%B1%DB%8C%D9%85%20Mental%20Health%20Center%20%2F%20Dr.Zamdar%20H.%20Rasul%20Karim&query_place_id=ChIJ_ah9M5otAEARU2yiaktihoo","35.5702869","45.4512744","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"iraq-intersos","Intersos","Iraq","Clinic","","","","https://www.facebook.com/Intersos-Iraq-101220895000279/","2PR6+HP, Al-Ba'aj, Nineveh Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=Intersos&query_place_id=ChIJmZv-4wFbTBURDftYVElx6TY","36.0414375","41.7118125","","ar","Unknown","Unknown","","{day:Monday,hours:8:30 AM to 5:30 PM},{day:Tuesday,hours:8:30 AM to 5:30 PM},{day:Wednesday,hours:8:30 AM to 5:30 PM},{day:Thursday,hours:8:30 AM to 5:30 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:8:30 AM to 5:30 PM}","FALSE","2026-04-17"
"iraq","مركز التأهيل النفسي الاعظمية","Iraq","Clinic","","","","","Adhamiya Palace, Corniche St, Baghdad, Baghdad Governorate, Iraq","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%20%D8%A7%D9%84%D8%A7%D8%B9%D8%B8%D9%85%D9%8A%D8%A9&query_place_id=ChIJec1SydB5VxURptTpJGNtKnQ","33.3634623","44.3629868","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 3 PM},{day:Tuesday,hours:8 AM to 3 PM},{day:Wednesday,hours:8 AM to 3 PM},{day:Thursday,hours:8 AM to 3 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:8 AM to 3 PM}","FALSE","2026-04-17"
"iraq-dr-hemin-fatih-psychiatry-clinic","Dr. Hemin Fatih Psychiatry Clinic","Iraq","Clinic","","+964 770 361 7272","","https://heminfatih.my.canva.site/","Ibrahim Pasha St, Sulaymaniyah, Sulaymaniyah Governorate, 46001, Iraq","https://www.google.com/maps/search/?api=1&query=Dr.%20Hemin%20Fatih%20Psychiatry%20Clinic&query_place_id=ChIJIWobWZctAEARff774t9hEt4","35.5587914","45.4505601","","ar","Unknown","Unknown","","{day:Monday,hours:2:30 to 7 PM},{day:Tuesday,hours:2:30 to 7 PM},{day:Wednesday,hours:2:30 to 7 PM},{day:Thursday,hours:Closed},{day:Friday,hours:Closed},{day:Saturday,hours:2:30 to 7 PM},{day:Sunday,hours:2:30 to 7 PM}","FALSE","2026-04-17"
"iraq-506","مستشفى ابن رشد للطب النفسي","Iraq","Hospital","","","","https://m.facebook.com/IbnRushdPsych/?locale2=ar_AR","Baghdad, Baghdad Governorate, 96412, Iraq","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89%20%D8%A7%D8%A8%D9%86%20%D8%B1%D8%B4%D8%AF%20%D9%84%D9%84%D8%B7%D8%A8%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A&query_place_id=ChIJj6R_UYiBVxURCEjDtSBUzws","33.3181295","44.425557","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 3 PM},{day:Tuesday,hours:8 AM to 3 PM},{day:Wednesday,hours:8 AM to 3 PM},{day:Thursday,hours:8 AM to 3 PM},{day:Friday,hours:Closed},{day:Saturday,hours:8 AM to 3 PM},{day:Sunday,hours:8 AM to 3 PM}","FALSE","2026-04-17"
"palestine-gaza-community-mental-health-programme","Gaza CoMmunity Mental Health Programme","Palestine","Clinic","","","","","Al Rasheed St, Gaza, Palestine","https://www.google.com/maps/search/?api=1&query=Gaza%20CoMmunity%20Mental%20Health%20Programme&query_place_id=ChIJ2YP-6FJ__RQRVrL-M2v2kbw","31.5097939","34.421405","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"palestine-the-psychology-clinic-palestine","The Psychology Clinic Palestine","Palestine","Clinic","","","","","Ziadeh Building, 3rd Floor, Rukab St 61, Ramallah","https://www.google.com/maps/search/?api=1&query=The%20Psychology%20Clinic%20Palestine&query_place_id=ChIJy9fM-1UrHRURmlmuIPfaoVg","31.9043772","35.2014735","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 12 AM},{day:Tuesday,hours:12 to 7 AM, 9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 7 PM},{day:Friday,hours:Closed},{day:Saturday,hours:9 AM to 7 PM},{day:Sunday,hours:9 AM to 7 PM}","FALSE","2026-04-17"
"saudi-arabia-amaly-center-for-family-counseling","Amaly Center for Family Counseling","Saudi Arabia","Clinic","","+966 9200 27292","","https://www.amaly.sa/","District، 7252, King Abdul Aziz Rd, Alyasmin, Riyadh 13325, Saudi Arabia","https://www.google.com/maps/search/?api=1&query=Amaly%20Center%20for%20Family%20Counseling&query_place_id=ChIJ8f0oCdLlLj4R27tesHx1KQQ","24.8211942","46.6420074","","ar,en","Unknown","Unknown","","","FALSE","2026-04-17"
"syria","عيادة الحلبوني - جمعية تنظيم الاسرة السورية","Syria","NGO","","","","","G76V+99W, Damascus, Syria","https://www.google.com/maps/search/?api=1&query=%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9%20%D8%A7%D9%84%D8%AD%D9%84%D8%A8%D9%88%D9%86%D9%8A%20-%20%D8%AC%D9%85%D8%B9%D9%8A%D8%A9%20%D8%AA%D9%86%D8%B8%D9%8A%D9%85%20%D8%A7%D9%84%D8%A7%D8%B3%D8%B1%D8%A9%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9&query_place_id=ChIJE9mE3DLnGBUR3g2QNrFpox0","33.5109917","36.2934598","","ar","Unknown","Unknown","","{day:Monday,hours:8:30 AM to 8:30 PM},{day:Tuesday,hours:8:30 AM to 8:30 PM},{day:Wednesday,hours:8:30 AM to 8:30 PM},{day:Thursday,hours:8:30 AM to 8:30 PM},{day:Friday,hours:8:30 AM to 8:30 PM},{day:Saturday,hours:8:30 AM to 8:30 PM},{day:Sunday,hours:8:30 AM to 8:30 PM}","FALSE","2026-04-17"
"syria-irs","منظمة irs","Syria","NGO","","","","","6QCM+FFQ، حارم،،, Syria","https://www.google.com/maps/search/?api=1&query=%D9%85%D9%86%D8%B8%D9%85%D8%A9%20irs&query_place_id=ChIJ368rzYhlJRURPSCTPW8xbO0","36.2213087","36.7832699","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"syria-better-life-for-syrian-childreen","better life for syrian childreen","Syria","Clinic","","+963 11 565 2716","","https://www.facebook.com/BL4SC%20/?ref=br_rs","F8MR+P2Q, Damascus, Syria","https://www.google.com/maps/search/?api=1&query=better%20life%20for%20syrian%20childreen&query_place_id=ChIJ5f7Mnn7hGBURw-zj2gtPI0M","33.484339","36.3401237","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17"
"syria-ft5","مركز الإرشاد النفسي والاجتماعي","Syria","Clinic","","","","","H2PV+795, A'zaz, Syria","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%A5%D8%B1%D8%B4%D8%A7%D8%AF%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%20%D9%88%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A&query_place_id=ChIJM7nTCGHDLxUR7AN0f74eHTE","36.5856319","37.0434942","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 3:30 PM},{day:Tuesday,hours:8 AM to 3:30 PM},{day:Wednesday,hours:8 AM to 3:30 PM},{day:Thursday,hours:8 AM to 3:30 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:8 AM to 3:30 PM}","FALSE","2026-04-17"
"syria-vmh","مركز الدعم النفسي بالطيانة","Syria","NGO","","","","","XGPP+GVV, Al Tayyana, Syria","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D8%AF%D8%B9%D9%85%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%20%D8%A8%D8%A7%D9%84%D8%B7%D9%8A%D8%A7%D9%86%D8%A9&query_place_id=ChIJEyBYrGZ7SBURj7aa792Apzs","34.9863568","40.5371814","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"syria-8pr","مركز امان المجتمعي منظمة شفق","Syria","NGO","","","","","H2PX+P6G, A'zaz, Syria","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9%D9%8A%20%D9%85%D9%86%D8%B8%D9%85%D8%A9%20%D8%B4%D9%81%D9%82&query_place_id=ChIJ694eG6XDLxURZIoBVkYL-dQ","36.5868073","37.0480877","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"syria-p3b","الهلال الاحمر العربي السوري","Syria","Clinic","","","","","W4HR+69H، An Nasirah, Syria","https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84%20%D8%A7%D9%84%D8%A7%D8%AD%D9%85%D8%B1%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%20%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A&query_place_id=ChIJtbubYgAbNxUR6yJ15Szu4FY","35.9280222","39.1412337","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"syria-human-appeal-syria","Human Appeal Syria","Syria","NGO","","","","","6P59+6M3, Dana, Syria","https://www.google.com/maps/search/?api=1&query=Human%20Appeal%20Syria&query_place_id=ChIJm2GCawB7JRURfU7zuQ_dJ2c","36.2080002","36.7191694","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"syria-ahl","مركز النفس المطمئنة للرعاية النفسية","Syria","Clinic","","","","","6Q4C+RJV, Ad Dana, Syria","https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B1%D9%83%D8%B2%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%20%D8%A7%D9%84%D9%85%D8%B7%D9%85%D8%A6%D9%86%D8%A9%20%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A%D8%A9&query_place_id=ChIJ0UfeuBh7JRURO1yUA64MQXU","36.207102","36.771535","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"syria-jm1","د. ثائر حيدر - اختصاصي بالطب النفسي","Syria","Clinic","","+963 955 392 987","","","G7CQ+XM4, Damascus, Syria","https://www.google.com/maps/search/?api=1&query=%D8%AF.%20%D8%AB%D8%A7%D8%A6%D8%B1%20%D8%AD%D9%8A%D8%AF%D8%B1%20-%20%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%D9%8A%20%D8%A8%D8%A7%D9%84%D8%B7%D8%A8%20%D8%A7%D9%84%D9%86%D9%81%D8%B3%D9%8A&query_place_id=ChIJM6o-wgfnGBURCutVIJwW3os","33.5223798","36.2891946","","ar","Unknown","Unknown","","","FALSE","2026-04-17"
"tunisia-ahkili-business-and-life-consulting","AHKILI - Business and Life Consulting","Tunisia","Clinic","","+216 51 811 118","","http://www.ahkili.com.tn/","Bloc A, 5 ème étage, bureau A58, Immeuble Carthage centre, Boulevard de Carthage, Tunis, Tunisia","https://www.google.com/maps/search/?api=1&query=AHKILI%20-%20Business%20and%20Life%20Consulting&query_place_id=ChIJtevSiww1_RIRkhih3U4nses","36.7952659","10.1819336","","ar,fr","Unknown","Unknown","","{day:Monday,hours:9 AM to 12 AM},{day:Tuesday,hours:9 AM to 12 AM},{day:Wednesday,hours:9 AM to 12 AM},{day:Thursday,hours:9 AM to 12 AM},{day:Friday,hours:9 AM to 12 AM},{day:Saturday,hours:9 AM to 12 AM},{day:Sunday,hours:9 AM to 12 AM}","FALSE","2026-04-17"
"yemen-family-counseling-development-foundation","Family Counseling & Development Foundation","Yemen","NGO","","+967 1 418 403","","","مع حدة امام بنك الكريمي خلف، اليمن ، صنعاء تقاطع، الملحقية المصرية، شارع الخمسين, Sanaa, Yemen","https://www.google.com/maps/search/?api=1&query=Family%20Counseling%20%26%20Development%20Foundation&query_place_id=ChIJvZlZMGHbAxYRBV-9ixyf4cE","15.2963515","44.1771336","","ar","Unknown","Unknown","","{day:Monday,hours:8:15 AM to 4 PM},{day:Tuesday,hours:8:15 AM to 4 PM},{day:Wednesday,hours:8:15 AM to 4 PM},{day:Thursday,hours:8:15 AM to 2 PM},{day:Friday,hours:Closed},{day:Saturday,hours:8:15 AM to 4 PM},{day:Sunday,hours:8:15 AM to 4 PM}","FALSE","2026-04-17"
