id,name,country,type,description,phone,email,website,address,google_maps_url,lat,lng,services,languages,session_type,pricing,stakeholders,hours,verified,date_added,_flag_reason
"egypt-humanistic-counseling-center-llc-brecksville","Humanistic Counseling Center, LLC BRECKSVILLE","Egypt","Clinic","","(216) 839-2273","","http://www.humanisticcounselingcenter.com/","8221 Brecksville Rd #104, Brecksville, OH 44141","https://www.google.com/maps/search/?api=1&query=Humanistic%20Counseling%20Center%2C%20LLC%20BRECKSVILLE&query_place_id=ChIJyToEtRfnMIgR2Aofe77g2K4","41.3389195","-81.6267295","","ar","Unknown","Unknown","","{day:Monday,hours:7:30 AM to 9 PM},{day:Tuesday,hours:7:30 AM to 9 PM},{day:Wednesday,hours:7:30 AM to 9 PM},{day:Thursday,hours:7:30 AM to 9 PM},{day:Friday,hours:7:30 AM to 9 PM},{day:Saturday,hours:8 AM to 9 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-the-counseling-center","The Counseling Center","Egypt","Clinic","","(330) 424-9573","","http://colmhc.org/","40722 OH-154, Lisbon, OH 44432","https://www.google.com/maps/search/?api=1&query=The%20Counseling%20Center&query_place_id=ChIJtS_2bUIDNIgRvBUcypKT5Uw","40.7676342","-80.7342481","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 9 PM},{day:Tuesday,hours:8 AM to 9 PM},{day:Wednesday,hours:8 AM to 9 PM},{day:Thursday,hours:8 AM to 9 PM},{day:Friday,hours:8 AM to 6 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-humanistic-counseling-center-llc-north-olmsted","Humanistic Counseling Center, LLC North Olmsted","Egypt","Clinic","","(216) 839-2273","","http://www.humanisticcounselingcenter.com/","26777 Lorain Rd UNIT 416, North Olmsted, OH 44070","https://www.google.com/maps/search/?api=1&query=Humanistic%20Counseling%20Center%2C%20LLC%20North%20Olmsted&query_place_id=ChIJ_5BUZKKTMIgR6mhFKmm6Djg","41.4177458","-81.9179562","","ar","Unknown","Unknown","","{day:Monday,hours:7:30 AM to 9:30 PM},{day:Tuesday,hours:7:30 AM to 9:30 PM},{day:Wednesday,hours:7:30 AM to 9:30 PM},{day:Thursday,hours:7:30 AM to 9:30 PM},{day:Friday,hours:7:30 AM to 9:30 PM},{day:Saturday,hours:8 AM to 9 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-humanistic-counseling-center-llc-pepper-pike","Humanistic Counseling Center, LLC Pepper Pike","Egypt","Clinic","","(216) 839-2273","","http://www.hcccares.com/","27600 Chagrin Blvd # 260, Beachwood, OH 44122","https://www.google.com/maps/search/?api=1&query=Humanistic%20Counseling%20Center%2C%20LLC%20Pepper%20Pike&query_place_id=ChIJxxM0LnYDMYgRrpgKvnlraCU","41.461871","-81.4835039","","ar","Unknown","Unknown","","{day:Monday,hours:7:30 AM to 9 PM},{day:Tuesday,hours:7:30 AM to 9 PM},{day:Wednesday,hours:7:30 AM to 9 PM},{day:Thursday,hours:7:30 AM to 9 PM},{day:Friday,hours:7:30 AM to 9 PM},{day:Saturday,hours:8 AM to 9 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-unleashed-psychotherapy","Unleashed Psychotherapy","Egypt","Clinic","","(330) 667-0377","","http://unleashyourtherapy.com/","51 W 130th St Suite C4, Hinckley, OH 44233","https://www.google.com/maps/search/?api=1&query=Unleashed%20Psychotherapy&query_place_id=ChIJh8EH8MzBMIgRB6x9CuG1aJs","41.2750503","-81.7844227","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 8 PM},{day:Tuesday,hours:8 AM to 8 PM},{day:Wednesday,hours:8 AM to 8 PM},{day:Thursday,hours:8 AM to 8 PM},{day:Friday,hours:8 AM to 8 PM},{day:Saturday,hours:8 AM to 8 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-humanistic-counseling-center-llc-brunswick","Humanistic Counseling Center, LLC BRUNSWICK","Egypt","Clinic","","(216) 839-2273","","http://www.humanisticcounselingcenter.com/","3624, 3487 Center Rd #7c, Brunswick, OH 44212","https://www.google.com/maps/search/?api=1&query=Humanistic%20Counseling%20Center%2C%20LLC%20BRUNSWICK&query_place_id=ChIJMVTZ_S_BMIgRJHx5N7x8ATQ","41.2391557","-81.8117573","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:7:30 AM to 9:30 PM},{day:Wednesday,hours:7:30 AM to 9:30 PM},{day:Thursday,hours:7:30 AM to 9:30 PM},{day:Friday,hours:7:30 AM to 9:30 PM},{day:Saturday,hours:8 AM to 9 PM},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-organization-for-psychological","Organization For Psychological","Egypt","Clinic","","(440) 349-3038","","http://oph-psych.org/","34305 Solon Rd, Cleveland, OH 44139","https://www.google.com/maps/search/?api=1&query=Organization%20For%20Psychological&query_place_id=ChIJM-vYT3ocMYgRr3WTl_SwXhg","41.3938234","-81.4352378","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-psychological-counseling-consulting-service","Psychological Counseling & Consulting Service","Egypt","Clinic","","(724) 346-5220","","http://psychcounseling.net/","40 Cohassett Dr, Hermitage, PA 16148","https://www.google.com/maps/search/?api=1&query=Psychological%20Counseling%20%26%20Consulting%20Service&query_place_id=ChIJQc6gAmnAM4gRC0hnO9Xtuwg","41.233868","-80.4737529","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 7 PM},{day:Tuesday,hours:9 AM to 7 PM},{day:Wednesday,hours:9 AM to 7 PM},{day:Thursday,hours:9 AM to 7 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Egypt"
"egypt-walk-in-crisis-center-jefferson-center-for-mental-heal","Walk In Crisis Center @ Jefferson Center for Mental Health","Egypt","Helpline","","(303) 425-0300","","https://www.jcmh.org/","4643 Wadsworth Blvd, Wheat Ridge, CO 80033","https://www.google.com/maps/search/?api=1&query=Walk%20In%20Crisis%20Center%20%40%20Jefferson%20Center%20for%20Mental%20Health&query_place_id=ChIJM7KonQeEa4cRmvkk2MIq-zs","39.7807375","-105.0819087","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Egypt"
"iran-iranian-psychological-association-of-america","Iranian Psychological Association of America","Iran","NGO","","(310) 499-5622","","","8221 3rd St #301, Downey, CA 90241","https://www.google.com/maps/search/?api=1&query=Iranian%20Psychological%20Association%20of%20America&query_place_id=ChIJhR-NnZfNwoARu98AnYf1zBc","33.9425587","-118.1328112","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Iran"
"iran-mobile-crisis","Mobile Crisis","Iran","Helpline","","(628) 217-7000","","https://www.sf.gov/information/get-help-mental-health-or-substance-use","1380 Howard St, San Francisco, CA 94103","https://www.google.com/maps/search/?api=1&query=Mobile%20Crisis&query_place_id=ChIJWSTieyd-j4ARCTSk6iqsdg0","37.7743452","-122.4142478","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iran"
"iran-crisis-stabilization-unit-at-willow-rock","Crisis Stabilization Unit at Willow Rock","Iran","Helpline","","(510) 483-3030","","","2050 Fairmont Dr Bldgs. A & B, San Leandro, CA 94578","https://www.google.com/maps/search/?api=1&query=Crisis%20Stabilization%20Unit%20at%20Willow%20Rock&query_place_id=ChIJxVrB3EDln64R8JtTH3bfPlg","37.709509","-122.118468","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iran"
"iran-mental-health-crisis-services","Mental Health Crisis Services","Iran","Helpline","","(925) 646-2800","","","2500 Alhambra Ave, Martinez, CA 94553","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20Crisis%20Services&query_place_id=ChIJXXFnOXllhYAR3lK4NIbd1Ic","38.006764","-122.1327937","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Iran"
"iran-inresponse-mental-health-support-team","Inresponse Mental Health Support Team","Iran","Clinic","","(707) 575-4357","","https://www.srcity.org/3627/inRESPONSE-Mental-Health-Support-Team","983 Sonoma Ave, Santa Rosa, CA 95404","https://www.google.com/maps/search/?api=1&query=Inresponse%20Mental%20Health%20Support%20Team&query_place_id=ChIJe2CPlwlIhIARLFX6N3Va0Jc","38.4406432","-122.7024806","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iran"
"iran-mental-health-crisis-services-jjt","Mental Health Crisis Services","Iran","Helpline","","(707) 428-1131","","","2101 Courage Dr, Fairfield, CA 94533","https://www.google.com/maps/search/?api=1&query=Mental%20Health%20Crisis%20Services&query_place_id=ChIJe-0pHWwUhYARmHo2jGeLDfk","38.2366157","-122.0677167","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iran"
"iran-crisis-residential-program-crp","Crisis Residential Program (CRP)","Iran","Helpline","","(916) 737-9202","","http://www.tpcp.org/CRP","4801 34th St, Sacramento, CA 95820","https://www.google.com/maps/search/?api=1&query=Crisis%20Residential%20Program%20(CRP)&query_place_id=ChIJjUQzQj7QmoARcPVAC0hhQhg","38.5316625","-121.4703273","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iran"
"iran-crisis-support-services-of-alameda-county","Crisis Support Services of Alameda County","Iran","Helpline","","(800) 309-2131","","http://www.crisissupport.org/","","https://www.google.com/maps/search/?api=1&query=Crisis%20Support%20Services%20of%20Alameda%20County&query_place_id=ChIJAQAAAON9hYARIMVmejc-syQ","37.801843","-122.2052322","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Iran"
"iraq-spca-international","SPCA International","Iraq","Clinic","","(212) 244-7722","","https://www.spcai.org/","242 W 30th St, New York, NY 10001","https://www.google.com/maps/search/?api=1&query=SPCA%20International&query_place_id=ChIJr9-U1K9ZwokR0ClNh4K9zxA","40.7490646","-73.9940614","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-coalition-to-salute-america-s-heroes","Coalition to Salute America's Heroes","Iraq","Clinic","","(703) 291-4605","","https://saluteheroes.org/","552 Fort Evans Rd NE STE 300, Leesburg, VA 20176","https://www.google.com/maps/search/?api=1&query=Coalition%20to%20Salute%20America's%20Heroes&query_place_id=ChIJcwNk8wc9tokR2M0xb7eyPDY","39.1049319","-77.5267329","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:9 AM to 5 PM},{day:Wednesday,hours:9 AM to 5 PM},{day:Thursday,hours:9 AM to 5 PM},{day:Friday,hours:9 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-cape-cod-hospital","Cape Cod Hospital","Iraq","Hospital","","(508) 771-1800","","https://www.capecodhealth.org/locations/profile/cape-cod-hospital/?utm_source=YextRON&utm_medium=Organic&utm_campaign=Website","27 Park St, Hyannis, MA 02601","https://www.google.com/maps/search/?api=1&query=Cape%20Cod%20Hospital&query_place_id=ChIJbX3QNeQU-4kRNHWBolTXwSo","41.6527374","-70.2731793","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-northport-va-medical-center","Northport VA Medical Center","Iraq","Hospital","","(631) 261-4400","","http://www.northport.va.gov/","79 Middleville Rd, Northport, NY 11768","https://www.google.com/maps/search/?api=1&query=Northport%20VA%20Medical%20Center&query_place_id=ChIJ____gB0l6IkRCZ9CW3PQeG8","40.8940235","-73.3085559","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4:30 PM},{day:Tuesday,hours:8 AM to 4:30 PM},{day:Wednesday,hours:8 AM to 4:30 PM},{day:Thursday,hours:8 AM to 4:30 PM},{day:Friday,hours:8 AM to 4:30 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-dr-ditzell-psychiatry","Dr. Ditzell Psychiatry","Iraq","Clinic","","(646) 751-7908","","https://jeffditzellpsychiatry.com/","65 Broadway # 901, New York, NY 10006","https://www.google.com/maps/search/?api=1&query=Dr.%20Ditzell%20Psychiatry&query_place_id=ChIJMZEqPaVZwokR_pc8BKhIFfE","40.7072238","-74.0123341","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-covenant-house-toronto","Covenant House Toronto","Iraq","Clinic","","+1 416-598-4898","","https://covenanthousetoronto.ca/","20 Gerrard St E, Toronto, ON M5B 2P3, Canada","https://www.google.com/maps/search/?api=1&query=Covenant%20House%20Toronto&query_place_id=ChIJJ3hqaLU0K4gR-OhOkR6v0_w","43.6593389","-79.3814875","","ar","Unknown","Unknown","","{day:Monday,hours:Open 24 hours},{day:Tuesday,hours:Open 24 hours},{day:Wednesday,hours:Open 24 hours},{day:Thursday,hours:Open 24 hours},{day:Friday,hours:Open 24 hours},{day:Saturday,hours:Open 24 hours},{day:Sunday,hours:Open 24 hours}","FALSE","2026-04-17","coords_outside_Iraq"
"iraq-iraq-and-afghanistan-veterans-of-america","Iraq and Afghanistan Veterans of America","Iraq","Clinic","","(202) 544-7692","","http://iava.org/","80 M St SE Fl 2, Washington, DC 20003","https://www.google.com/maps/search/?api=1&query=Iraq%20and%20Afghanistan%20Veterans%20of%20America&query_place_id=ChIJZQJN_gBZwokRH4lCL3AHfjs","38.8767875","-77.006359","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Iraq"
"palestine-east-palestine-resiliency-center","East Palestine Resiliency Center","Palestine","Clinic","","(330) 718-8260","","https://www.facebook.com/profile.php?id=61555198420603","50410 OH-14, East Palestine, OH 44413","https://www.google.com/maps/search/?api=1&query=East%20Palestine%20Resiliency%20Center&query_place_id=ChIJORc2qBYJNIgRZrqvOqbDteg","40.8612174","-80.5496022","","ar","Unknown","Unknown","","{day:Monday,hours:8 AM to 4 PM},{day:Tuesday,hours:8 AM to 4 PM},{day:Wednesday,hours:8 AM to 4 PM},{day:Thursday,hours:8 AM to 4 PM},{day:Friday,hours:8 AM to 4 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-palestine-regional-medical-center-psychiatric-serv","Palestine Regional Medical Center Psychiatric Services","Palestine","Hospital","","(903) 731-1000","","http://www.palestineregional.com/","4000 TX-256 Loop, Palestine, TX 75801","https://www.google.com/maps/search/?api=1&query=Palestine%20Regional%20Medical%20Center%20Psychiatric%20Services&query_place_id=ChIJNTKq6nhkSIYRP7d7FKFInGI","31.7386654","-95.6444632","","ar","Unknown","Unknown","","{day:Monday,hours:Closed},{day:Tuesday,hours:Closed},{day:Wednesday,hours:Closed},{day:Thursday,hours:Closed},{day:Friday,hours:Closed},{day:Saturday,hours:2 to 4 PM},{day:Sunday,hours:2 to 4 PM}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-insight-clinical-counseling-and-wellness-llc","Insight Clinical Counseling and Wellness, LLC","Palestine","Clinic","","(330) 932-2095","","http://www.insightclinicalcounseling.com/","678 E Taggart St, East Palestine, OH 44413","https://www.google.com/maps/search/?api=1&query=Insight%20Clinical%20Counseling%20and%20Wellness%2C%20LLC&query_place_id=ChIJ6bg1qLILNIgRpvkcjIFTDaI","40.8347548","-80.5276097","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 5 PM},{day:Tuesday,hours:7:30 AM to 5:30 PM},{day:Wednesday,hours:2 to 5:30 PM},{day:Thursday,hours:7:30 AM to 5:30 PM},{day:Friday,hours:Closed},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-pesach-tikvah-door-of-hope","Pesach Tikvah Door of Hope","Palestine","Clinic","","(718) 875-6900","","http://www.pesachtikvah.org/","926 Bedford Ave, Brooklyn, NY 11205","https://www.google.com/maps/search/?api=1&query=Pesach%20Tikvah%20Door%20of%20Hope&query_place_id=ChIJrSQhwehbwokRY3dZN88pM4w","40.693178","-73.9561454","","ar","Unknown","Unknown","","{day:Monday,hours:9 AM to 9 PM},{day:Tuesday,hours:9 AM to 9 PM},{day:Wednesday,hours:9 AM to 9 PM},{day:Thursday,hours:9 AM to 9 PM},{day:Friday,hours:9 AM to 1 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:10 AM to 8 PM}","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-pesach-tikvah","Pesach Tikvah","Palestine","Clinic","","(718) 875-6900","","http://www.pesachtikvah.org/","5309 18th Ave, Brooklyn, NY 11204","https://www.google.com/maps/search/?api=1&query=Pesach%20Tikvah&query_place_id=ChIJS-tVXzJFwokRRuT0Z_91haY","40.6256726","-73.9833243","","ar","Unknown","Unknown","","","FALSE","2026-04-17","coords_outside_Palestine"
"palestine-youth-intensive-services","Youth Intensive Services","Palestine","Clinic","","(330) 318-3436","","http://www.youthintensiveservices.com/","238 S Meridian Rd, Youngstown, OH 44509","https://www.google.com/maps/search/?api=1&query=Youth%20Intensive%20Services&query_place_id=ChIJd5PJCYnkM4gRWkQxeNZCctU","41.096304","-80.7115228","","ar","Unknown","Unknown","","{day:Monday,hours:8:30 AM to 5 PM},{day:Tuesday,hours:8:30 AM to 5 PM},{day:Wednesday,hours:8:30 AM to 5 PM},{day:Thursday,hours:8:30 AM to 5 PM},{day:Friday,hours:8:30 AM to 5 PM},{day:Saturday,hours:Closed},{day:Sunday,hours:Closed}","FALSE","2026-04-17","coords_outside_Palestine"
